icao24,dt_s,dist_km,speed_ms,climb_ms,is_fake
48c129,24.0,5.333,222.2,0.0,0
80187d,10.0,1.842,184.2,-7.62,0
471f44,30.0,3.474,115.8,-4.32,0
a267f0,28.0,1.477,52.75,0.0,0
4ca263,30.0,0.0,0.0,0.0,0
3c56eb,20.0,4.142,207.08,0.0,0
c0054d,28.0,5.866,209.49,0.0,0
73806b,30.0,6.485,216.16,0.0,0
7c6ca6,20.0,0.033,1.67,0.0,0
4acb42,10.0,2.17,216.99,0.0,0
aacb16,30.0,1.332,44.41,0.0,0
4690fa,21.0,4.923,234.42,0.0,0
abf29f,32.0,7.44,232.5,0.0,0
a3fffc,30.0,7.48,249.33,-5.33,0
a2b133,32.0,4.062,126.93,7.14,0
4d21eb,32.0,6.83,213.44,0.0,0
70209f,19.0,2.145,112.89,-2.01,0
fake4170,20.0,7.298,364.88,4.83,1
502d59,19.0,4.738,249.39,0.0,0
ac538f,10.0,2.509,250.9,0.0,0
485874,30.0,5.849,194.97,-11.43,0
49d3d5,20.0,4.829,241.45,0.0,0
502d10,20.0,0.0,0.0,0.0,0
a1b4bb,28.0,1.443,51.53,0.0,0
4cad93,19.0,4.397,231.4,0.0,0
4ba9aa,10.0,1.172,117.2,7.62,0
4cadbc,10.0,2.202,220.18,4.57,0
40653a,30.0,6.547,218.24,0.0,0
461f6a,22.0,0.0,0.0,0.0,0
a8295d,30.0,6.637,221.22,0.25,0
405636,20.0,4.33,216.51,0.0,0
ac5041,31.0,5.329,171.89,15.98,0
484c5a,28.0,6.555,234.11,7.35,0
fake3529,25.0,5.343,213.73,166.33,1
fake5117,25.0,8.771,350.83,4.41,1
3c6675,31.0,7.151,230.69,0.0,0
486800,31.0,7.166,231.15,-7.62,0
a9707e,20.0,2.3,114.98,-4.57,0
4ca84d,20.0,4.727,236.34,0.0,0
4bce01,20.0,4.204,210.2,0.0,0
4ca719,27.0,5.097,188.76,-8.18,0
4d010b,19.0,5.051,265.87,7.22,0
c0208a,10.0,2.354,235.44,0.0,0
7504ec,30.0,5.199,173.29,-13.46,0
fake3506,25.0,172.418,6896.71,1.63,1
020104,35.0,0.0,0.0,0.0,0
33fddd,30.0,2.832,94.41,4.06,0
3c6475,30.0,7.194,239.81,0.51,0
888184,18.0,4.044,224.69,0.0,0
a5dd1c,24.0,5.511,229.63,0.0,0
77058e,28.0,7.096,253.44,-10.61,0
a801de,28.0,6.264,223.71,-7.62,0
452122,32.0,6.382,199.43,0.0,0
4cc57a,37.0,8.409,227.26,0.0,0
a72ca2,28.0,7.072,252.58,0.0,0
a0ed6e,32.0,7.309,228.4,-0.24,0
a114f4,27.0,5.608,207.7,0.56,0
4baa66,20.0,4.493,224.63,-5.33,0
44025c,28.0,2.332,83.3,7.08,0
4bce01,24.0,5.239,218.29,0.0,0
4852f4,24.0,4.348,181.17,-10.48,0
4cae51,32.0,7.314,228.57,0.0,0
48c22c,39.0,5.738,147.12,-7.03,0
152064,10.0,2.447,244.74,0.0,0
a0e250,21.0,5.287,251.77,4.35,0
7821e0,10.0,1.895,189.46,0.0,0
7c1b5e,46.0,1.691,36.76,1.99,0
34568c,19.0,3.422,180.12,8.42,0
471d5e,30.0,5.237,174.58,-7.11,0
3c670d,20.0,5.424,271.2,0.0,0
4cae53,30.0,7.916,263.85,0.0,0
a98d0c,28.0,1.141,40.76,0.0,0
486493,29.0,5.234,180.47,10.25,0
fake7732,25.0,253.71,10148.41,-1.97,1
75020d,32.0,3.615,112.97,-4.52,0
abc651,20.0,5.684,284.2,0.0,0
fake5600,20.0,4.617,230.86,166.04,1
345101,24.0,3.937,164.06,12.38,0
40756a,20.0,4.783,239.17,0.0,0
a1412e,32.0,4.298,134.31,-5.72,0
ab6339,10.0,0.071,7.1,0.0,0
89904f,30.0,8.644,288.12,0.25,0
471f58,20.0,4.152,207.59,0.0,0
3986e3,27.0,4.914,182.0,10.16,0
151d6f,20.0,4.575,228.76,0.0,0
495211,19.0,3.794,199.7,0.0,0
8990c4,31.0,0.175,5.64,0.0,0
aaabb7,20.0,1.173,58.64,0.0,0
8881e1,27.0,6.227,230.64,0.28,0
a12f08,32.0,7.605,237.66,0.0,0
440030,10.0,2.095,209.51,0.0,0
39d30f,28.0,5.925,211.59,0.0,0
4ac9f4,28.0,6.221,222.19,0.0,0
8990f1,110.0,10.6,96.36,-3.88,0
44d1a7,27.0,6.371,235.98,0.0,0
8a0974,30.0,7.225,240.83,-0.25,0
4bb565,28.0,3.456,123.43,-5.17,0
a73410,20.0,0.512,25.58,0.0,0
a272cd,21.0,1.082,51.51,3.99,0
781346,30.0,4.131,137.72,-3.05,0
7c3340,20.0,0.66,33.0,-1.52,0
89618c,26.0,0.0,0.0,0.0,0
aba765,20.0,5.469,273.45,0.0,0
a7398e,28.0,6.174,220.51,0.0,0
ab8880,10.0,2.194,219.37,0.0,0
a066a3,30.0,5.997,199.89,5.33,0
3c5ee8,10.0,2.204,220.36,0.0,0
c05c0e,31.0,4.226,136.32,-8.11,0
48c130,29.0,3.879,133.76,14.19,0
a420af,32.0,7.811,244.09,0.24,0
750540,32.0,0.156,4.86,0.0,0
739600,24.0,3.083,128.46,0.0,0
4acb58,28.0,4.481,160.04,13.06,0
ad675f,19.0,4.725,248.67,-0.4,0
71bf17,27.0,7.409,274.41,0.0,0
484966,28.0,6.439,229.96,10.89,0
a0f99e,24.0,5.306,221.07,0.32,0
7c8025,10.0,1.407,140.69,-9.14,0
8a05ee,64.0,9.455,147.73,6.79,0
4cadbe,30.0,6.848,228.28,0.0,0
aaf960,20.0,4.691,234.53,0.0,0
4ca624,32.0,3.588,112.13,-5.95,0
4cad3b,11.0,2.283,207.58,2.77,0
440073,20.0,4.916,245.81,0.0,0
ac2038,10.0,2.265,226.45,0.0,0
a6191c,10.0,0.532,53.16,0.0,0
c01fba,20.0,5.275,263.75,8.76,0
8468cc,20.0,4.572,228.6,6.1,0
a8d5a0,10.0,2.363,236.3,0.0,0
3c4b49,32.0,5.912,184.75,0.0,0
71c717,19.0,3.317,174.57,0.0,0
0d0b91,22.0,4.525,205.69,-13.51,0
a72d7b,27.0,0.137,5.09,0.0,0
ab04f9,28.0,4.175,149.12,-8.44,0
501c4a,32.0,7.383,230.71,4.29,0
503d71,20.0,4.264,213.19,4.95,0
a0a8df,32.0,8.101,253.16,0.0,0
8990bd,24.0,4.403,183.47,7.3,0
8832d0,20.0,4.611,230.57,0.0,0
47a50d,30.0,6.79,226.34,0.0,0
3aabfa,32.0,3.999,124.97,0.0,0
a52e50,32.0,6.936,216.74,0.0,0
a34e9d,10.0,0.0,0.0,0.0,0
a066a3,21.0,4.189,199.46,6.53,0
fake6128,20.0,4.261,213.07,52.26,1
fake8747,15.0,3.027,201.79,43.62,1
801467,25.0,2.069,82.76,0.0,0
a1b0fb,30.0,7.243,241.42,0.25,0
4a4eae,19.0,4.351,228.98,0.0,0
484c53,20.0,4.529,226.47,0.0,0
fake4956,25.0,288.069,11522.77,-1.61,1
347481,11.0,2.274,206.69,0.0,0
84b3eb,27.0,0.205,7.6,0.0,0
471f8e,21.0,0.0,0.0,0.0,0
4d2238,27.0,5.89,218.16,0.0,0
7cad40,32.0,3.087,96.47,-5.24,0
39d306,19.0,4.817,253.55,0.0,0
4d2210,20.0,4.427,221.36,0.0,0
4caaa8,31.0,6.587,212.5,0.0,0
76cdc3,30.0,6.824,227.47,0.0,0
4cadf6,20.0,4.716,235.79,6.48,0
899057,32.0,5.9,184.37,0.24,0
495211,20.0,4.113,205.63,0.0,0
fake6771,20.0,7.947,397.33,-2.69,1
4d2349,30.0,6.68,222.66,7.11,0
a6d3c2,20.0,4.572,228.6,-0.38,0
fake9345,15.0,3.159,210.61,40.44,1
48c122,30.0,6.432,214.41,0.0,0
34768f,10.0,2.723,272.33,0.0,0
a2b8db,32.0,7.102,221.95,0.0,0
0d09ec,30.0,6.786,226.21,0.25,0
ab4508,30.0,6.665,222.16,5.84,0
4bab2c,28.0,6.308,225.28,0.0,0
a373b7,24.0,4.456,185.66,0.0,0
39d305,20.0,4.248,212.4,6.86,0
ac3030,31.0,7.447,240.23,0.0,0
502d43,31.0,7.116,229.54,0.0,0
49d38c,30.0,5.655,188.51,-9.14,0
75025d,52.0,6.667,128.21,-0.59,0
a85568,20.0,2.608,130.38,0.0,0
4005bc,21.0,5.742,273.45,0.0,0
fake7931,25.0,5.983,239.31,49.14,1
a99b5f,30.0,6.196,206.53,0.0,0
a6b7ec,10.0,2.125,212.45,9.14,0
4d23fc,30.0,6.266,208.86,12.19,0
0d0cdd,29.0,6.423,221.5,0.0,0
4c01e1,25.0,5.285,211.4,0.3,0
a36562,10.0,2.775,277.46,0.0,0
48e9f3,28.0,6.439,229.96,0.0,0
ac987b,9.0,2.508,278.67,0.0,0
8571a9,10.0,0.257,25.66,-5.33,0
80173e,31.0,5.027,162.15,9.59,0
4bb20f,33.0,6.993,211.9,0.0,0
aaa247,28.0,6.403,228.67,0.0,0
485874,27.0,5.044,186.83,-10.16,0
3c496d,31.0,7.416,239.22,0.0,0
fake6656,25.0,4.94,197.6,185.22,1
34520f,30.0,6.772,225.72,0.0,0
3c648c,19.0,2.082,109.6,6.42,0
7c3a47,20.0,1.245,62.23,-1.52,0
a35b27,11.0,2.059,187.18,0.0,0
aa4c87,24.0,4.343,180.97,-10.48,0
48c22c,27.0,5.03,186.28,-9.88,0
a87223,10.0,2.684,268.39,0.76,0
a4bfc1,20.0,1.913,95.63,-4.57,0
a3a152,31.0,6.711,216.48,0.0,0
4d2241,32.0,8.255,257.96,0.0,0
fake9637,25.0,274.545,10981.8,-0.04,1
4aca89,31.0,5.204,167.87,14.5,0
7c7ab5,19.0,3.223,169.65,-8.82,0
801506,30.0,6.203,206.75,5.08,0
7c6ce8,32.0,10.987,343.35,10.0,0
fake6369,15.0,2.888,192.54,58.73,1
471d5e,20.0,3.446,172.31,-4.95,0
acc3b4,20.0,4.492,224.6,0.0,0
ac74e4,32.0,8.159,254.96,-4.76,0
780aa3,32.0,4.575,142.98,0.0,0
502d24,32.0,7.624,238.24,-2.14,0
a301d8,28.0,4.349,155.31,-8.16,0
4ca7c6,32.0,7.733,241.67,0.0,0
3c4a8c,20.0,5.349,267.44,0.0,0
c01049,10.0,2.603,260.26,-0.76,0
841520,32.0,5.278,164.95,-2.62,0
868094,42.0,9.331,222.16,0.18,0
899076,31.0,2.209,71.25,-3.69,0
86d334,10.0,1.987,198.75,-4.57,0
4b18f1,30.0,7.052,235.06,-0.25,0
7c1b0c,41.0,0.009,0.22,0.0,0
89914b,37.0,4.411,119.21,0.0,0
a6f5d9,20.0,3.625,181.25,0.0,0
ac5c1f,32.0,6.875,214.85,-5.72,0
48ae00,20.0,5.144,257.2,-10.67,0
39dd58,31.0,3.744,120.78,0.0,0
a8d5bd,30.0,6.893,229.77,0.0,0
880c4c,29.0,0.0,0.0,0.0,0
484f06,20.0,4.679,233.97,0.0,0
4ba910,28.0,6.146,219.51,-7.62,0
4ca855,45.0,11.352,252.27,6.1,0
0d1138,32.0,6.995,218.59,0.24,0
040123,12.0,0.1,8.3,0.0,0
346355,18.0,2.674,148.53,0.42,0
75058d,24.0,5.492,228.84,7.3,0
a98edc,31.0,5.825,187.91,7.87,0
a11ba0,28.0,7.841,280.05,0.0,0
a38439,20.0,0.061,3.04,0.0,0
48436b,30.0,7.831,261.02,0.0,0
fake3883,25.0,4.54,181.61,59.35,1
a62667,11.0,0.566,51.48,0.0,0
46b8b3,19.0,1.857,97.75,6.82,0
ad8ed4,28.0,6.687,238.81,0.0,0
a72c46,29.0,4.108,141.66,0.0,0
4d2257,28.0,5.561,198.59,0.0,0
c87f01,20.0,2.145,107.23,0.0,0
71c336,40.0,7.229,180.74,-8.38,0
fake2833,15.0,5.844,389.6,-3.12,1
a2b1ab,20.0,1.383,69.13,-3.05,0
39e693,18.0,3.961,220.06,0.0,0
40653e,27.0,2.256,83.56,13.83,0
a443ed,19.0,1.213,63.83,0.0,0
a8a110,29.0,0.24,8.29,0.0,0
fake6632,25.0,253.497,10139.87,2.56,1
c023c5,24.0,2.018,84.08,-4.76,0
448163,10.0,0.0,0.0,0.0,0
a19404,31.0,3.744,120.78,0.0,0
06a0a6,10.0,2.426,242.6,-0.76,0
fake2587,25.0,5.872,234.89,59.08,1
8a026a,22.0,4.165,189.3,0.0,0
80167c,17.0,3.377,198.65,-8.96,0
7c72f0,26.0,1.895,72.9,3.22,0
fake1118,20.0,350.853,17542.65,-1.0,1
fake4103,15.0,4.953,330.18,-1.81,1
8014f3,31.0,1.649,53.18,-2.7,0
a158c9,29.0,6.882,237.31,6.04,0
4caee5,31.0,7.333,236.55,0.0,0
4cafd7,20.0,3.858,192.92,0.38,0
a5417e,27.0,6.906,255.78,0.28,0
fake9899,25.0,8.0,320.01,-0.09,1
fake4931,15.0,3.371,224.74,54.56,1
abb271,30.0,7.058,235.26,0.0,0
abdde6,57.0,0.0,0.0,0.0,0
781a1f,10.0,2.602,260.2,0.0,0
4080db,32.0,4.73,147.82,-0.95,0
a94664,28.0,7.243,258.67,0.0,0
151d86,20.0,4.805,240.23,0.0,0
fake3728,25.0,5.9,236.01,41.86,1
c06e45,10.0,2.516,251.57,0.0,0
a06e11,25.0,0.0,0.0,0.0,0
801506,10.0,2.198,219.77,6.86,0
407177,24.0,4.104,171.02,5.4,0
8a01de,20.0,4.495,224.77,0.0,0
4aca98,30.0,6.139,204.62,0.0,0
4ca7b9,19.0,4.686,246.61,8.02,0
a2fe28,20.0,5.011,250.56,0.0,0
4ca84c,28.0,6.919,247.1,0.0,0
ac3e13,20.0,3.666,183.3,9.53,0
45b423,24.0,6.227,259.46,0.0,0
a74a12,29.0,6.427,221.61,11.04,0
e072cf,20.0,5.318,265.9,0.0,0
fake9051,20.0,4.711,235.54,242.24,1
48c2a6,30.0,5.947,198.23,0.0,0
fake7468,25.0,351.367,14054.67,-2.47,1
4a5065,30.0,2.596,86.53,0.0,0
4bb290,27.0,6.55,242.61,0.0,0
a49510,28.0,4.826,172.37,-4.35,0
503eea,31.0,0.105,3.39,0.0,0
a6fb32,33.0,0.028,0.85,0.0,0
8678e2,30.0,5.849,194.97,10.92,0
a40654,31.0,3.763,121.39,-6.15,0
484ee5,32.0,6.913,216.02,0.0,0
fake3780,25.0,5.821,232.82,140.54,1
a0a1f1,27.0,1.298,48.09,0.28,0
fake5791,15.0,3.433,228.85,217.72,1
4ab5ec,39.0,3.066,78.63,4.1,0
fake6591,25.0,316.241,12649.62,-3.23,1
4b1884,32.0,8.873,277.28,0.0,0
7812e9,4.0,0.619,154.75,0.0,0
fake8741,25.0,4.746,189.83,59.76,1
343385,29.0,5.752,198.35,0.0,0
7892a0,3.0,0.009,3.01,0.0,0
84b733,40.0,0.135,3.37,0.38,0
39d313,20.0,5.108,255.41,0.0,0
040151,30.0,6.075,202.49,6.35,0
a562e8,32.0,6.812,212.86,-11.67,0
fake8212,20.0,173.053,8652.65,-3.82,1
fake2792,15.0,3.437,229.14,57.02,1
fake9611,25.0,5.67,226.8,193.17,1
485a85,19.0,0.044,2.34,0.0,0
71c747,21.0,3.018,143.7,-4.35,0
347259,19.0,4.961,261.11,0.0,0
781ba8,77.0,0.351,4.56,0.0,0
76cef2,24.0,5.79,241.24,0.0,0
a202a1,30.0,0.0,0.0,0.0,0
4ca9d2,32.0,7.084,221.39,0.0,0
7c49fb,30.0,3.851,128.37,0.0,0
06a0e7,32.0,7.285,227.67,0.0,0
503cf5,10.0,2.317,231.66,0.0,0
4caeca,20.0,4.417,220.84,0.0,0
4ca9d2,19.0,4.161,219.01,0.0,0
fake7322,25.0,5.522,220.89,230.17,1
15201c,27.0,6.614,244.98,0.0,0
4caf1f,19.0,4.753,250.15,0.0,0
80167e,10.0,1.506,150.58,0.0,0
4866ee,30.0,6.561,218.68,0.0,0
fake4516,20.0,3.667,183.35,41.67,1
fake9226,25.0,267.482,10699.26,-0.12,1
4d225b,32.0,8.257,258.02,0.0,0
c02039,28.0,7.175,256.27,0.0,0
4406f0,28.0,5.187,185.25,-5.17,0
4891b2,11.0,2.256,205.05,0.0,0
4cae60,19.0,5.025,264.47,0.0,0
84cb5b,19.0,1.226,64.53,-3.61,0
50020a,19.0,1.876,98.73,8.02,0
fake5001,20.0,3.756,187.78,171.72,1
495150,28.0,6.007,214.54,-0.27,0
abb271,28.0,6.52,232.86,0.0,0
4c01e4,27.0,5.52,204.46,11.57,0
c87efe,27.0,0.0,0.0,0.0,0
896215,11.0,2.398,217.97,0.0,0
fake3582,25.0,226.054,9042.15,2.05,1
3c70c7,8.0,2.464,307.99,0.0,0
750210,20.0,4.872,243.59,0.0,0
47880f,22.0,6.756,307.08,-15.93,0
fake1491,25.0,254.344,10173.75,2.18,1
346350,30.0,7.276,242.54,0.0,0
a48356,33.0,0.0,0.0,0.0,0
abf78f,30.0,6.215,207.16,-11.68,0
49d328,32.0,7.4,231.25,0.0,0
346613,32.0,6.937,216.8,0.0,0
48c2a8,32.0,7.044,220.12,0.0,0
484fde,27.0,4.19,155.18,15.24,0
73806e,20.0,4.047,202.36,0.0,0
4cad91,32.0,6.98,218.12,0.0,0
4b1921,19.0,4.847,255.09,0.0,0
3c56f0,20.0,4.889,244.44,-9.91,0
a26ba5,9.0,0.267,29.66,0.0,0
4b027f,24.0,6.051,252.11,0.0,0
71c390,9.0,2.297,255.24,10.16,0
ab398a,30.0,7.642,254.74,-10.67,0
a76683,30.0,4.53,151.0,-4.83,0
8013ea,16.0,3.048,190.49,-7.62,0
a09b65,20.0,4.742,237.09,-0.38,0
3c6522,27.0,4.754,176.09,-13.26,0
a0d72b,10.0,1.946,194.62,-4.57,0
fake8455,15.0,157.403,10493.56,-2.56,1
a52e54,20.0,2.226,111.3,-0.38,0
a32367,30.0,6.412,213.74,0.0,0
ac81d2,39.0,0.334,8.55,0.0,0
0d0e30,20.0,5.002,250.1,6.1,0
fake3129,20.0,7.069,353.47,-3.47,1
abfdaf,11.0,0.148,13.5,0.0,0
4b18f1,27.0,6.263,231.97,0.0,0
801454,17.0,4.286,252.12,0.0,0
a14231,31.0,1.663,53.65,0.98,0
a5e2a1,32.0,6.863,214.47,0.0,0
3c5ee6,27.0,5.546,205.39,-0.28,0
ac03fb,32.0,0.94,29.39,-1.43,0
fake6875,20.0,6.804,340.22,-3.73,1
4bce47,32.0,7.278,227.45,-4.76,0
fake1649,15.0,220.403,14693.54,-1.95,1
7c433b,20.0,0.867,43.37,-0.38,0
a1da83,31.0,1.642,52.96,-0.49,0
fake3829,25.0,8.126,325.05,0.07,1
4cafb4,32.0,8.098,253.07,0.0,0
471fad,28.0,5.584,199.43,0.0,0
fake3223,15.0,263.011,17534.04,3.99,1
884341,20.0,2.122,106.12,2.29,0
a1c869,30.0,3.929,130.96,0.25,0
4405ea,30.0,6.036,201.19,0.0,0
780219,19.0,0.049,2.61,0.0,0
3c6746,20.0,0.0,0.0,0.0,0
7c2595,27.0,0.321,11.89,0.28,0
80187d,8.0,1.302,162.77,-6.67,0
801800,18.0,4.102,227.88,9.31,0
4d2386,10.0,2.271,227.09,0.0,0
a58e1e,12.0,0.184,15.36,0.0,0
fake9827,20.0,3.653,182.67,163.24,1
8a0974,32.0,7.359,229.96,0.0,0
fake1496,20.0,4.565,228.23,141.28,1
76cef2,10.0,2.558,255.84,0.0,0
4075c1,20.0,4.73,236.5,-0.38,0
a33e4a,31.0,6.997,225.72,0.0,0
4cad5f,27.0,5.443,201.58,10.44,0
a7b4f2,20.0,5.035,251.73,-5.71,0
fake8178,20.0,3.677,183.86,47.9,1
fake3688,25.0,9.19,367.59,-3.33,1
a7488c,21.0,5.457,259.85,0.0,0
ac0f93,31.0,3.224,104.0,0.25,0
a8a87e,32.0,7.779,243.09,0.0,0
4d20bf,27.0,4.944,183.12,-9.6,0
fake4681,15.0,2.818,187.89,195.79,1
fake3233,25.0,349.162,13966.49,-3.53,1
502d5a,21.0,3.822,182.0,0.0,0
aae5f7,30.0,3.498,116.61,-5.59,0
a4e883,19.0,4.692,246.96,0.0,0
fake6597,20.0,4.04,202.0,69.66,1
471efb,30.0,6.87,229.0,0.25,0
3aabfa,20.0,2.956,147.79,-8.76,0
344099,26.0,4.63,178.07,14.65,0
fake1727,15.0,2.885,192.34,45.53,1
fake2452,20.0,3.934,196.72,248.36,1
48af0e,31.0,4.719,152.22,12.04,0
44d076,10.0,1.813,181.31,8.38,0
3475da,20.0,5.212,260.58,0.0,0
a7302f,20.0,4.84,242.0,3.43,0
fake4582,15.0,370.928,24728.51,-2.19,1
48c2b8,31.0,6.726,216.95,0.0,0
fake9693,15.0,3.049,203.26,221.48,1
4853d0,32.0,5.344,167.01,13.81,0
7cfa33,29.0,4.192,144.54,0.0,0
3c7861,10.0,2.336,233.58,-0.76,0
461f9d,32.0,6.415,200.47,0.0,0
fake9313,15.0,3.407,227.16,68.01,1
ad4835,32.0,1.265,39.52,-0.24,0
3c4b21,10.0,2.578,257.82,0.0,0
a2e87e,27.0,3.761,139.31,-3.39,0
7c77e4,23.0,2.944,128.01,0.0,0
a9a25e,15.0,0.027,1.82,0.0,0
a62667,28.0,1.361,48.59,-0.27,0
fake2775,25.0,5.937,237.47,140.5,1
506d8b,10.0,1.514,151.41,0.0,0
780bb7,27.0,1.869,69.21,-3.39,0
aa44ad,32.0,7.839,244.97,0.0,0
fake1089,25.0,9.859,394.36,-4.93,1
fake9298,15.0,3.493,232.86,43.02,1
801595,20.0,4.631,231.57,0.0,0
851bba,30.0,4.63,154.34,5.84,0
7c77f8,25.0,0.24,9.6,0.0,0
39e682,11.0,1.49,135.48,-3.46,0
4ca7b3,27.0,2.603,96.4,-4.8,0
4aca8a,31.0,3.435,110.79,14.99,0
01025f,30.0,0.0,0.0,0.0,0
a37032,30.0,6.976,232.54,0.0,0
4d220c,32.0,7.201,225.03,0.0,0
fake4588,25.0,4.785,191.41,152.58,1
fake7113,15.0,164.12,10941.33,-2.26,1
7c7803,30.0,4.009,133.63,-5.33,0
fake6954,20.0,3.849,192.45,132.8,1
440827,24.0,5.351,222.95,3.17,0
4bb181,31.0,7.571,244.22,3.69,0
4070e7,18.0,0.137,7.61,0.0,0
a2bbcc,32.0,6.74,210.62,0.0,0
48af09,30.0,6.43,214.35,0.0,0
a12a9e,20.0,4.239,211.96,-9.53,0
a3fbfc,30.0,7.388,246.26,0.0,0
899105,11.0,3.166,287.8,0.0,0
7cf43d,119.0,0.648,5.44,0.0,0
a365b7,24.0,5.327,221.95,0.0,0
4cad97,32.0,6.147,192.1,-13.34,0
ab1d30,19.0,5.175,272.39,0.0,0
a071c2,20.0,4.621,231.07,0.0,0
7c1471,65.0,19.206,295.48,4.69,0
801613,30.0,3.266,108.87,-6.1,0
a93b12,27.0,2.238,82.87,-1.41,0
abf9d5,28.0,6.249,223.17,-14.7,0
7cf5e3,95.0,0.015,0.15,0.0,0
adda24,24.0,5.927,246.97,0.0,0
4d2383,32.0,6.989,218.4,10.72,0
7cf618,135.0,0.048,0.36,0.0,0
7c7cce,30.0,7.598,253.26,0.0,0
346291,21.0,5.425,258.31,-0.36,0
4cade6,28.0,3.03,108.22,9.8,0
a77dae,32.0,7.056,220.5,-0.48,0
a70719,30.0,0.654,21.8,-1.02,0
3c70c7,29.0,7.375,254.3,0.0,0
484fde,20.0,2.429,121.43,17.53,0
4b1802,21.0,0.161,7.68,0.0,0
8014bb,32.0,6.406,200.19,-1.43,0
7c7889,10.0,2.102,210.15,0.0,0
7c0ada,30.0,1.796,59.86,0.0,0
7817fe,24.0,3.788,157.83,-6.03,0
46bc4d,20.0,2.546,127.31,0.38,0
39e68c,19.0,4.089,215.19,0.0,0
00b097,20.0,3.629,181.46,16.76,0
fake2950,20.0,4.35,217.48,68.38,1
440409,10.0,2.196,219.64,0.0,0
ac250b,31.0,7.284,234.95,0.0,0
400776,30.0,4.415,147.17,-3.81,0
4d2131,32.0,8.768,274.0,0.0,0
aa98a4,10.0,1.394,139.37,7.62,0
4ca2c0,10.0,2.132,213.23,0.0,0
fake5657,25.0,395.334,15813.34,-3.78,1
0c21b9,19.0,4.391,231.13,0.0,0
4ca263,32.0,0.0,0.0,0.0,0
a08e1e,5.0,0.0,0.0,0.0,0
3c671a,27.0,5.217,193.22,-8.18,0
4bb88f,48.0,11.454,238.63,0.16,0
aa5bc5,19.0,2.324,122.33,-2.41,0
a057a6,31.0,8.423,271.71,-12.29,0
4a0d12,20.0,4.215,210.75,0.0,0
fake5324,20.0,7.501,375.03,1.09,1
7804b1,33.0,7.113,215.55,11.55,0
06a081,32.0,8.236,257.37,0.0,0
48c1a8,27.0,5.326,197.25,0.0,0
a688f4,10.0,0.557,55.67,-0.76,0
8014fa,24.0,4.936,205.65,9.21,0
fake6569,25.0,5.839,233.55,57.14,1
4ca242,10.0,2.591,259.09,0.0,0
c00638,20.0,0.144,7.22,0.0,0
a95dd3,19.0,4.257,224.08,5.21,0
4aca85,30.0,6.443,214.75,0.0,0
485a82,20.0,3.981,199.04,7.62,0
ac51b2,10.0,0.823,82.29,0.0,0
4d2100,10.0,1.714,171.37,-4.57,0
4cad97,10.0,1.835,183.47,-10.67,0
a9e8ed,10.0,0.324,32.42,3.81,0
a6d9c3,31.0,4.29,138.4,3.93,0
a2f1e5,18.0,0.887,49.28,-1.27,0
4ca739,10.0,2.082,208.23,0.0,0
48c22f,30.0,6.639,221.3,0.0,0
484f06,29.0,6.338,218.56,0.0,0
ab6851,9.0,2.276,252.91,0.0,0
440141,20.0,3.986,199.32,0.0,0
7cf452,18.0,0.1,5.58,0.0,0
452124,32.0,7.205,225.15,0.0,0
ab8751,10.0,2.146,214.62,0.0,0
888192,18.0,5.1,283.31,0.42,0
3c942d,32.0,8.154,254.83,0.0,0
76ceed,20.0,2.558,127.88,-1.9,0
fake3292,15.0,5.09,339.31,2.2,1
4baa4c,20.0,4.544,227.21,0.0,0
47808e,27.0,2.185,80.92,-1.98,0
7c7a4d,10.0,0.934,93.36,-5.33,0
4b991a,30.0,3.9,129.99,-5.08,0
fake5000,20.0,4.527,226.37,219.29,1
02a1a2,10.0,2.3,230.03,0.76,0
aae958,33.0,5.208,157.82,-8.08,0
ac741c,28.0,6.082,217.21,0.0,0
3c6743,27.0,2.549,94.42,-6.77,0
4d22af,10.0,2.462,246.25,0.0,0
3c7438,30.0,5.366,178.86,-10.41,0
388161,20.0,0.0,0.0,0.0,0
a43ee8,24.0,4.364,181.85,-9.53,0
fake4811,20.0,3.986,199.31,242.63,1
7c6d36,10.0,1.422,142.2,15.24,0
e49764,27.0,6.193,229.38,0.28,0
008dee,30.0,6.812,227.06,-10.16,0
452126,27.0,6.536,242.08,0.0,0
fake1555,25.0,5.538,221.51,149.87,1
aaa5b8,30.0,6.122,204.05,0.0,0
80167b,10.0,1.389,138.9,6.86,0
3c6745,20.0,2.985,149.23,-6.1,0
440667,20.0,4.238,211.92,-8.0,0
896306,25.0,5.662,226.47,0.0,0
3472c3,28.0,5.876,209.85,0.0,0
3c5ee6,31.0,6.092,196.53,0.0,0
a15b05,10.0,2.39,239.03,0.0,0
3c6595,20.0,3.9,194.98,0.0,0
3c55c8,10.0,1.778,177.8,16.0,0
c025d2,20.0,2.068,103.41,0.0,0
398568,36.0,0.0,0.0,0.0,0
fake6178,20.0,4.488,224.4,64.56,1
ac2b80,10.0,0.657,65.71,-3.81,0
aab276,27.0,7.209,266.99,-3.67,0
44d1a6,20.0,4.296,214.81,0.0,0
aa7bd6,28.0,7.277,259.88,0.0,0
a55f31,25.0,0.0,0.0,0.0,0
3444da,10.0,2.246,224.58,0.76,0
7816a1,20.0,4.051,202.54,6.1,0
4bb86f,10.0,1.767,176.73,18.29,0
496c25,19.0,0.065,3.4,0.0,0
